Source,Protocol,Port,IsAttack_Flag,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46
192.168.1.109 (SmartPlug),ICMP,0,True,1.40573021617561,4.117443180231381,3.1543243009413757,4.063166417562512,1.1252135352613153,3.6704913198885167,3.9176615934152768,3.76880858610975,1.8833387522582872,4.447669067543159,1.1612797460020472,2.9651037276181835,1.677168478788925,0.8489310084958637,1.8655655729248461,4.286948991929006,2.820735420806465,1.2279622968475077,0.8631845885710272,1.8964669648657209,0.8139059236913986,2.6713300332377576,3.872930097207081,2.9736175702270797,3.1251196398273446,4.344194683537119,1.347155313330192,1.8133909054308175,1.609226250882381,3.8891034734690333,2.86965435969727,1.6841435578893327,0.9962110720097196,1.3054252550784433,2.1199550401694633,2.612937266406279,2.216087546941463,1.8427534208377176,3.0197567853604506,4.147517582153397,1.9081061193535775,2.350591381005172,3.1285248773744243,4.040478132189492,2.6304418632425235,2.165239880551206
192.168.1.109 (SmartPlug),TCP,443,False,0.15991193100692921,0.18346382802779432,0.2961307815921662,0.2963014762014085,0.05258974903308981,0.0938426464421784,0.17145080540243612,0.24883837982974466,0.04492021889179195,0.22120095197866355,0.2574579212364128,0.17281645621584218,0.07247233111120634,0.1155611974057858,0.1203722364478472,0.27164185499397975,0.09281034138960303,0.19985803135113342,0.2693541926391613,0.23755737377547254,0.21630974104800493,0.030835198769203966,0.2794239329783261,0.012207207656525132,0.09081305264558086,0.036583294682139604,0.11634231245047125,0.2697184420759254,0.16298120317889378,0.22306424364495847,0.18390312117047727,0.17938828189796,0.06343795448751036,0.06353131798685277,0.25785617303502195,0.1802568565719274,0.02780400514250749,0.09752828017563893,0.020306269818841902,0.16734004516801287,0.01712748555739225,0.276165760563244,0.1267062587154881,0.06771596245568327,0.24270281269510952,0.17813806539898766
192.168.1.135 (Sensor),ICMP,0,True,4.470487788383479,4.302672363790033,1.8031090780852015,4.379665585767957,1.2682987690228895,1.9245695661604376,2.747418117222206,2.4242615217620282,1.9833420496266185,2.02728486977414,0.9378023471860906,2.3591594882151634,3.5792371244460925,1.5456081142949338,2.369228159897046,2.065054859723101,3.543180594910389,1.8057984134714649,3.8986318175754198,3.386899327128959,3.4142919568372703,4.094356099681541,2.9854420937663653,3.8017292803603464,3.711548927930907,1.7786439613278353,2.6583570283965683,1.3398391811005086,4.177248851530138,3.9605300580109013,1.950553186068288,1.4205246668404332,1.5809282480559772,1.5212151797307423,3.5533058279755805,1.7722001129029532,4.214791342384283,1.4256666915493432,4.018183333792555,3.9401022129032865,2.4004342844320035,2.1919856107250495,0.7503128677403106,3.8240582859006764,2.6679109921656914,3.087089327608747
192.168.1.104 (Camera),ICMP,0,False,0.05940712062031771,0.13486610946981406,0.1225437924123351,0.29016958467297954,0.16993461778217334,0.2291583526721855,0.18793400106370067,0.03338757627235391,0.2293523494784326,0.10198193943152159,0.03841611512764787,0.2571266497299339,0.28730143326479285,0.09868235901930617,0.23557415520978697,0.12457931331198413,0.18217139901983542,0.1791614867516544,0.28107098957187754,0.14418150997399484,0.027753426415679815,0.2711194373931911,0.19258603847446665,0.17411364576859945,0.29134906944264877,0.06280826991992729,0.1258697642866485,0.28089556488180817,0.24086169829376344,0.27002004544849506,0.013241114036258675,0.02694347449545908,0.03364890965927832,0.09781711038809365,0.2702415501523146,0.07521670269073834,0.030424020376757975,0.1433827448983936,0.02115006894028907,0.2518820151816876,0.09658855535514378,0.23398138455868586,0.011484548400748256,0.2928901943893037,0.09253989793236062,0.14805383970060132
192.168.1.104 (Camera),ICMP,0,True,4.413077874676928,0.9306899524260603,2.0819413016413115,2.2276323751811438,2.7566357536973793,2.7935828932813473,2.339293598950176,1.0786356885090032,2.264375421309974,3.521511770285067,2.2601150751254293,2.659444020596517,4.202647247905434,3.9775213915071506,4.392769552825004,1.8484055392337542,4.380063312413859,3.529749597372815,3.5497234099244386,3.541408847851965,0.7864676220082725,3.586699871224516,3.0036858825208883,2.501643955303413,2.2765395590359767,1.684276171485825,3.4647466199570456,2.67385990041766,0.9353251079478606,3.542897049161251,1.5434678734485079,1.9779076596273595,4.0829662520933105,2.885817786385422,1.1316738444566008,1.2076559742721276,1.3079601205132056,2.554106475577695,4.067854736663658,3.3876109045439042,2.5968075024108974,2.5028731825410913,2.277134729689937,1.688217936876692,3.2649345393839218,1.952090414741619
192.168.1.135 (Sensor),TCP,443,True,2.5677801499403996,2.380627088466035,1.7981537182928018,1.1106201294035511,1.7485070481985474,3.785460704917024,3.8638366929233054,3.358792209779452,4.437216325454045,2.593001144720858,4.212078926411111,0.8514268791796905,2.2727654082338553,1.6391331901646156,0.8556099678723024,3.1260858015438746,0.8324401628273369,1.6771193642795863,4.307269734489659,1.963672070797993,3.614081186724591,1.155730287030379,2.059818298725612,1.3296091268456869,3.6716851853840042,2.6424881536345657,1.86030655584992,4.155966993837281,0.936006611176065,1.1049215922199065,3.4126993649719726,2.801888098506523,1.3817616130617232,1.5972867082810984,3.8018037115590335,3.864774634196367,2.0783637491492346,4.11384172137119,3.363123579595264,2.56738100044221,3.7220091326644544,3.1132420749567142,3.280846855461464,0.9992078426898563,3.703308008236008,1.8741301903815497
192.168.1.109 (SmartPlug),UDP,53,True,1.3309692368302761,1.5458932400282546,3.1033125876851004,1.4771913179234115,3.0758894687459595,0.7318110426259661,3.082639507687859,2.80655461208125,2.5210790456413807,4.405013000744764,4.345339772472885,1.3418662699691972,1.0017746547550561,1.8788330186454274,3.2652846411729337,4.486530791769746,3.9682309909559113,1.1190383339509555,2.144606392720301,1.553974798436772,1.8433253639843952,2.167978749125937,2.151284671292337,1.8118638753480765,2.850691335239544,3.932744406630908,3.3280605063772235,3.7240447822021023,2.677578770910059,3.065714848481825,3.061664559309037,3.402593877634893,1.2200928047740451,4.447603479795691,2.6533217485500566,3.0368256582048376,1.1568072945338022,2.281344495287586,1.7903900955785592,1.8011273507662513,4.036603186956857,3.490089613099663,2.066690091627918,3.222525040894049,3.24346180131153,3.7648053678637794
192.168.1.112 (Thermostat),TCP,22,True,2.044987075759769,0.8590527469613627,2.268193774345534,0.7731710602827682,2.8069519003651537,2.1913378580596348,1.3812837605270232,2.8464990828232484,3.7185495079678317,3.207637683569475,1.1490316211754519,2.364339080332601,4.351793194364089,0.7510869131810308,3.122152790167153,1.963286661455902,4.020772026570439,2.100193373534939,1.927793604167612,4.1653825983408765,2.775092237389414,0.9067829553629889,3.449460482901504,0.8829269330070737,3.1205138991336234,0.8298881268474259,1.9425266457215689,2.4021606665991033,2.413204599798167,4.241121353119608,4.0539094759255425,1.651557201605246,2.005002036408034,2.215846504121883,2.142546618794001,2.5377916050856855,1.505043278920013,4.231705531955766,1.7666191346579307,3.0101865214986603,3.142694845907826,1.5869883110243883,2.2542775948786007,2.7492352023185207,0.7224475191639126,2.2207187828059753
192.168.1.112 (Thermostat),UDP,68,False,0.08794971177529233,0.2550745807445667,0.23584989649843366,0.04272354596424133,0.2809136482173436,0.03352639114342575,0.028341379429695217,0.027519922693432536,0.24937572228964663,0.03665899330857917,0.07585468149071527,0.09017238173359032,0.2477720401689815,0.15641829183779557,0.2186471149135033,0.12722956143323585,0.06150519707021171,0.18926713710796822,0.16855520341538538,0.23977733108930102,0.2610901307295414,0.2800347895480424,0.24237384877796087,0.08004984008415325,0.1468171215542132,0.022285225207196738,0.08620697353967886,0.16452579878345683,0.15300224180024172,0.09391175731484698,0.15709031736616588,0.08269102396370263,0.24106471244667552,0.08916207964626696,0.2509889565085886,0.16861535830673696,0.02965236771731724,0.016673117908728642,0.1995791007529984,0.1811852308840505,0.20103610919548676,0.023831173160324515,0.0577925333094344,0.024809774194611812,0.04609533561750808,0.27870359763773117
192.168.1.104 (Camera),ICMP,0,True,1.835452922278532,1.8342784135800563,2.820379853190145,3.283372318580949,2.8774767322297095,2.563177509155615,3.6452025254898235,2.6502929747838806,3.532997887745231,1.897408925134166,1.6882723562402207,2.5263361679671386,1.6553428846676554,0.912529680734027,0.7328121488414385,1.5966393375777335,2.44930455469956,1.1131563433739737,3.8177035748528754,3.235576697258712,0.9886338081571693,1.1044533793027582,4.453706799318813,3.7759145755519405,2.354639562795658,2.269987985467867,1.2924168836803291,1.5378271374550199,1.471103492884375,4.188762362695851,1.980531028150199,1.0974254465410702,3.7322245239186733,3.1655229599453056,3.4448330579883937,4.424147727621012,4.071445413151405,1.6765190529220302,3.341364061764172,0.816928184892789,2.6436009085984526,1.5352211295928868,4.168298644961839,0.718882882496647,3.0602567602434325,3.9994140794334374
192.168.1.104 (Camera),TCP,22,True,1.1944447425478482,2.17577381725927,3.6915916409860268,3.8501382420079127,0.7012685682077147,3.470839612065576,1.1307205251394161,3.1516909778844067,4.414075380720317,1.8320425604942179,2.34919582149144,3.0176922610468386,0.7860814621647816,2.765772316831362,1.191757446520282,4.083096441692935,0.8020627491158548,2.637380838950939,3.7445674578631216,4.397380135528167,2.775347100941217,0.9092867238653148,2.287513779653973,1.5718497496036337,3.469948982962646,1.0535719172413147,4.488526621298125,2.773006973861321,4.053898481137817,3.86581902412186,2.0522534176506304,2.3993654035611147,2.5885902131659315,1.765963940392909,1.1880896756819317,4.233553870714408,3.1598927039380555,0.9285922710774216,1.291953091539235,2.285859159066005,1.1606509589606966,2.1848727142007336,1.460266134720357,0.700956841974119,1.4727308565913315,3.849941396609365
192.168.1.112 (Thermostat),ICMP,0,False,0.06667860624424034,0.181864051563738,0.15254687100844527,0.21962711198631665,0.271010859850134,0.12455520493071677,0.29696309277995575,0.1253493652755966,0.12539720078958863,0.13479912882446657,0.03711174608516265,0.21786305338052084,0.1411664723701096,0.042884964700585004,0.08104445146833426,0.08384908743750753,0.11329191426999635,0.22914061491480683,0.2669307841702835,0.09871471414799174,0.09900379432754977,0.037018244190430774,0.18722276070503824,0.1526610506961986,0.1441394623470586,0.050205778415521846,0.01249983039875024,0.09695740547112501,0.05097117486898906,0.18984000393560818,0.02191320191573233,0.1260689865978726,0.11732362130322688,0.02042571247235689,0.0998487136663664,0.20756801749070916,0.12186731734039251,0.1754495527682649,0.13427445505910243,0.21059646403010923,0.12735739522742384,0.0779091028918853,0.13548595978488653,0.2508729430074228,0.0973359007736702,0.04057549387203658
192.168.1.109 (SmartPlug),UDP,123,True,0.940553857739731,2.320073058720704,3.8165985742773394,3.180688797381059,1.711593045725458,1.891310679886535,0.9259767227348449,2.7991460770495493,2.1505036294334494,4.204980455691766,4.076572067996841,2.991213385915626,1.4278021275733752,3.723047453075341,0.8536361313823893,2.2276867932795565,0.776244252291237,1.9432094563277782,3.6008446676103834,2.504514474404444,2.224925913619046,1.313923013763528,2.9281685656413545,3.4696147150586754,2.74518315624852,1.2072697580240932,0.9755262182624664,3.671282719017773,0.9468941700984839,0.903434967704585,0.8089184595321001,4.223840185717055,2.810332971589535,3.755730063675766,2.8614426605798426,1.1335211393675961,0.7147244546672615,4.320548585020636,4.411734515532497,1.0791124248653583,1.5983385943011954,2.6885177486264693,1.3741796644770914,3.7089762568271505,4.271159327028596,3.5318641685808414
192.168.1.112 (Thermostat),TCP,22,True,3.8047957712217615,0.8923707567190525,4.2747008164741755,3.1523592268163068,3.766801654693439,3.773203594212929,2.864059980257024,1.647799710554744,1.9835103753691175,1.5683738763415986,3.7711399002957835,3.236919284009155,1.8261504313630403,0.9678453521612251,1.8780901652685147,3.242138651033616,1.699851609576914,1.9167517478366523,4.082117749699333,2.7817455700639995,2.281388188325719,1.3160398348286362,2.2900548616600815,1.7517589310438446,2.9030105015800407,2.5347722764578404,2.0183419365835693,1.9317299079422685,1.4214821386505712,1.8278561418644772,2.2347369386578233,3.666979894486351,4.148733758934112,1.7392832165569931,1.0062491431550928,3.569166284118687,0.7805314247238764,3.503027062826515,3.8619113320487726,2.5607245238050895,3.540106748853865,2.6768628131851995,2.841150145465136,1.7781301542035604,2.769685135197129,3.983413042115979
192.168.1.135 (Sensor),UDP,67,True,2.4940146946472117,3.3284182957099846,2.2419634424747685,2.791090235061919,2.6302027762689466,2.3324909724315064,4.461958778036148,4.1383582180328595,1.2443514839380379,0.7193850054104859,3.8878036882464295,2.8283608556965936,4.00635715208198,4.331430302973971,2.0918168529814896,3.7277933703293655,2.2995961264355924,3.6691768995192966,2.6016973666803143,2.3734212969388233,1.1153456470660987,1.013360711068459,2.548393460468448,1.5329978493415943,1.0437461802404382,2.511977014737648,1.7882369715683812,0.9929432397866613,3.019080765744807,1.1485160557028036,3.6587702872243684,1.3067229769048703,3.879445306240121,0.9206865584023998,3.8325763759699942,2.277356934927127,1.1236600025513865,1.2909182996408484,2.8400191076987378,2.6828952903823855,3.7101171124182937,2.666872872946803,2.998583997242431,1.7607143543430264,3.896296118600449,3.2257297156161098
192.168.1.104 (Camera),UDP,67,True,4.117629087384328,2.4368901909866794,3.0279259726439225,3.2529007838711737,2.574500333860386,1.057694963849416,2.793246286585253,3.931028013196431,3.9048723046246376,0.9678868916488967,4.300015461170542,3.741374516101037,2.244752720635425,4.104742714802866,3.8330379775711183,1.293128513932424,1.6593627197660346,4.083280051533643,4.297797364136558,2.158291200393542,1.8260276490054583,3.8085500525475124,2.356751001784389,1.1204456789300266,3.841582597119669,1.6864359789924745,3.466176927306102,1.753617502012114,1.8975741770579444,1.7101314617209173,3.4258833813263836,3.1585971838315734,3.7785720118326847,4.0674712383677765,2.6636147143396767,3.1763598327315625,1.8574705325876317,2.3481087468998214,1.229256894702371,2.357343842771493,0.8358984999404576,2.0819083284067736,3.9330835654062355,2.892748537784275,2.259658841311455,0.8282457765665425
192.168.1.104 (Camera),ICMP,0,True,3.338767137026168,0.8371340280100681,3.7900759598597444,3.385778648278391,2.2415854046805217,3.09616335794391,2.5077547261480837,4.067045520351978,4.454689764742739,3.68124437545476,3.496936318979378,1.8531164708375727,1.9703927619941888,4.198614045472326,3.2530529294164197,4.384893367878704,2.4651779654149144,2.76413904066324,1.7928280449418381,2.95669539867317,1.9397302465728576,4.205101358431634,1.1287376740437094,1.6736271449986115,1.4242638537651557,1.9485691213457954,0.8298315881173479,3.607201272882019,2.202005762293843,2.598080976777962,1.6816495224108374,3.0033569123725536,1.2084955239265958,3.92041427509891,1.4197816417585167,3.4197351584677937,3.935316533334473,2.167790512610013,3.6186808886571287,3.236757739503317,4.425058003156711,1.9490304751766097,1.5252687999273018,1.428697361865475,2.277647840903265,3.6552470619164614
192.168.1.112 (Thermostat),UDP,67,True,3.482114748828846,4.262704244024615,2.6931614836950413,3.223854611723686,1.3924102995714969,3.4059749302748044,2.790897040200301,2.54906054934379,2.853394013357005,4.391256885675452,2.136603505538175,4.486372375981249,2.207151983165515,1.1269510242149372,3.7593659822494025,2.703948202314301,2.8502518353356416,1.4289402902311776,4.018533672216364,4.496203456792188,1.9074611048922723,1.5165822840049055,1.733054967868529,2.351483529783449,2.336492532360375,2.2405760104192534,1.1923453527666603,3.023270681826955,4.345532978557358,2.7475250160077245,2.62983508073406,2.42664461659909,1.3880285709967684,4.0004327150572,1.4566949690154658,3.9318158367587897,3.735388767464028,2.625136477360374,1.847260399182744,2.703617195294263,4.180099196702674,2.2931266887477806,4.148535916815421,1.2619892659249186,2.987979035823148,4.171121078481637
192.168.1.112 (Thermostat),TCP,443,False,0.12947308432419846,0.13315199033132954,0.0822582633299611,0.010920680164718404,0.19653697197131603,0.059199112497632995,0.07128595663323825,0.034595107285375744,0.020297242849878064,0.18391842409669212,0.0964616842269539,0.27181538839975805,0.1590985978310013,0.2711720490720751,0.21657971450663654,0.1659843108785995,0.28419947996083494,0.26649775161761646,0.13433538556210414,0.028273163528845277,0.14956977746468425,0.14009342440657196,0.24648425719170025,0.25122547801760886,0.16291774469143477,0.03913585283313717,0.04761143026620764,0.047898022763099145,0.2541286292065971,0.025333443769899707,0.25924483431712775,0.21387373747066096,0.10866467780526601,0.23699227132362133,0.01723182347868127,0.08770122462208034,0.25095928907304166,0.17635236286040853,0.04685638196279614,0.2975453539103529,0.2349312973088529,0.21583806750893064,0.02546515627450346,0.22369064669186545,0.22218316394573567,0.2113250643355857
192.168.1.109 (SmartPlug),UDP,68,True,3.1567998965049773,4.117784662153338,1.97372785868765,2.618484853803037,4.02915785450075,2.4898561503763634,1.6472379336750431,3.671875412358875,2.7350934727884297,2.1631335969017353,2.4102284614281038,4.234787495833462,0.8188634921411745,1.5783122990017384,1.0133535070831678,4.491776827982781,3.2815237105770434,4.271657865607768,1.304848984922491,4.11129711069634,3.9626862310635182,4.285258991571423,1.3959021349870047,2.1886478443263186,0.9604061611090058,2.0096917690722167,3.7143673882277195,3.1024420072247416,2.3081788595777386,4.377150570971135,4.3218648221264795,2.5785999307813485,2.9460446815567884,2.629978065423412,1.661450495063952,3.0877065444836242,3.517525096464734,2.452419537192399,0.9254449007111286,2.2902007290219584,1.0686998540129273,4.129964367171539,3.6013859487077013,2.7128844424138894,4.405667216501507,3.468931304075877
192.168.1.135 (Sensor),UDP,67,True,1.436295857714653,1.1656668451757182,3.4611411441812248,2.8648517716223205,1.6695038490914433,0.8933061006209938,2.4823450188620995,3.1383881238911178,4.120179882420572,2.285195578440073,3.3333427147502235,4.299039963788814,2.1480449764255196,3.0933928284482564,1.9320906886545892,4.43771964102228,3.3062898681579327,3.6246056228419556,0.7466162265615857,1.7024752391448195,2.032646784622139,3.473882755811542,0.7395583107738974,3.009465887356108,2.7167401161947478,0.8423728712095945,3.238536184497306,2.352646667770818,3.824302549660386,1.3202545127723093,1.334327568563169,2.1521664359662322,0.9741876956706128,2.3995066637107625,3.729219041488112,4.193181079786965,3.4732004393405864,1.2633699911703107,3.9900842437088873,1.5390737956672649,2.60440852165195,1.6269243440143522,1.9725606010416035,1.485693862508012,4.294760455172808,2.3066378120568363
